Year,Nationality code,Sex,Age group,Immigrant count,Predictions_rnn_agg,Lower limit_agg,Upper limit_agg
2015,NIC,Both,All,3098,3006,2591,3952
2015,RUS,Both,55 - 64,641,641,556,877
2015,MAR,Females,All,10681,10051,7319,10938
2015,MAR,Males,0 - 14,2220,2422,1900,2917
2015,MAR,Males,15 - 24,2456,2743,2178,3335
2015,MAR,Males,25 - 34,4187,3338,2907,4424
2015,MAR,Males,35 - 44,2578,1899,1580,2435
2015,MAR,Males,45 - 54,928,623,571,898
2015,MAR,Males,55 - 64,432,395,334,533
2015,MAR,Males,65+,350,336,300,480
2015,MAR,Males,All,13150,12616,10937,16221
2015,NIC,Both,0 - 14,418,323,265,425
2015,NIC,Both,15 - 24,847,756,656,1030
2015,NIC,Both,25 - 34,1051,1117,891,1390
2015,NIC,Both,35 - 44,521,549,412,653
2015,NIC,Both,45 - 54,197,168,138,224
2015,NIC,Both,55 - 64,47,36,34,56
2015,NIC,Both,65+,17,13,10,17
2015,PAK,Both,35 - 44,967,836,745,1167
2015,PRY,Males,55 - 64,46,31,25,43
2015,PAK,Both,45 - 54,374,320,253,406
2015,PAK,Both,65+,23,36,25,42
2015,PRY,Both,45 - 54,368,351,249,399
2015,PRY,Both,55 - 64,187,173,114,187
2015,PRY,Both,65+,72,63,53,89
2015,PRY,Both,All,4668,4865,3168,4813
2015,PRY,Females,0 - 14,407,406,275,439
2015,PRY,Females,15 - 24,964,861,636,999
2015,PRY,Females,25 - 34,817,912,711,1115
2015,PRY,Both,35 - 44,551,585,449,711
2015,PRY,Females,35 - 44,374,414,310,494
2015,PRY,Females,55 - 64,142,142,112,183
2015,PRY,Females,65+,56,59,52,87
2015,PRY,Females,All,3048,3465,2054,3148
2015,PRY,Males,0 - 14,384,311,223,359
2015,PRY,Males,15 - 24,525,423,348,555
2015,PRY,Males,25 - 34,394,442,435,689
2015,PRY,Males,35 - 44,177,145,134,218
2015,PRY,Females,45 - 54,289,271,194,313
2015,PRY,Both,25 - 34,1211,1354,1188,1841
2015,PRY,Both,15 - 24,1489,1319,1084,1684
2015,PRY,Both,0 - 14,790,734,476,752
2015,PAK,Both,All,4811,4600,4118,6224
2015,PAK,Females,0 - 14,308,255,223,358
2015,PAK,Females,15 - 24,261,335,256,410
2015,PAK,Females,25 - 34,372,417,391,621
2015,PAK,Females,35 - 44,195,224,194,313
2015,PAK,Females,45 - 54,96,86,68,113
2015,PAK,Females,55 - 64,30,24,17,29
2015,PAK,Females,65+,9,13,9,16
2015,PAK,Females,All,1272,1520,1129,1752
2015,PAK,Males,0 - 14,421,632,439,696
2015,PAK,Males,15 - 24,821,869,724,1134
2015,PAK,Males,25 - 34,1162,1253,1039,1615
2015,PAK,Males,35 - 44,771,620,527,831
2015,PAK,Males,45 - 54,278,220,177,286
2015,PAK,Males,55 - 64,74,50,34,57
2015,PAK,Males,65+,13,19,12,21
2015,PAK,Males,All,3539,3470,3074,4674
2015,PAK,Both,55 - 64,104,85,58,96
2015,RUS,Both,65+,314,308,264,423
2015,UKR,Females,65+,155,188,142,231
2015,RUS,Females,0 - 14,689,751,752,1177
2015,GBR,Males,0 - 14,758,761,600,944
2015,GBR,Males,15 - 24,534,541,485,766
2015,GBR,Males,25 - 34,1117,1073,840,1312
2015,GBR,Males,35 - 44,938,959,690,1083
2015,GBR,Males,45 - 54,1313,1205,869,1356
2015,GBR,Males,55 - 64,1681,1759,1326,2051
2015,GBR,Males,65+,1729,1501,1145,1776
2015,GBR,Females,All,6921,6948,6619,9911
2015,GBR,Males,All,8070,8171,6992,10459
2015,USA,Both,15 - 24,1786,1792,1244,1926
2015,USA,Both,25 - 34,1283,1344,1047,1627
2015,USA,Both,35 - 44,617,653,514,812
2015,USA,Both,45 - 54,432,460,380,604
2015,USA,Both,55 - 64,333,376,297,475
2015,USA,Both,65+,314,344,259,415
2015,USA,Both,All,5626,6312,4630,6981
2015,USA,Both,0 - 14,860,1002,724,1135
2015,USA,Females,0 - 14,386,475,344,548
2015,GBR,Females,65+,1126,1492,1014,1577
2015,GBR,Females,45 - 54,1100,996,822,1285
2015,UKR,Males,45 - 54,351,299,216,347
2015,UKR,Males,55 - 64,127,111,97,160
2015,UKR,Males,65+,73,59,46,77
2015,UKR,Males,All,4123,3858,2684,4092
2015,GBR,Both,0 - 14,1496,1362,1178,1826
2015,GBR,Both,15 - 24,1217,1150,939,1463
2015,GBR,Both,25 - 34,2124,1966,1619,2494
2015,GBR,Females,55 - 64,1498,1566,1283,1986
2015,GBR,Both,35 - 44,1707,1741,1455,2246
2015,GBR,Both,55 - 64,3180,3245,2727,4156
2015,GBR,Both,65+,2854,2743,2296,3511
2015,GBR,Both,All,14991,15351,13484,19920
2015,GBR,Females,0 - 14,737,657,606,953
2015,GBR,Females,15 - 24,683,556,436,691
2015,GBR,Females,25 - 34,1009,907,755,1181
2015,GBR,Females,35 - 44,769,738,668,1048
2015,GBR,Both,45 - 54,2413,2254,1777,2731
2015,USA,Females,15 - 24,1064,997,623,979
2015,USA,Females,25 - 34,724,789,533,841
2015,USA,Females,35 - 44,311,352,246,394
2015,VEN,Females,15 - 24,844,1038,605,951
2015,VEN,Females,25 - 34,1926,1936,1448,2235
2015,VEN,Females,35 - 44,936,1003,664,1042
2015,VEN,Females,45 - 54,571,564,471,745
2015,VEN,Females,55 - 64,595,521,416,659
2015,VEN,Females,65+,454,413,343,546
2015,VEN,Females,All,6060,5660,4923,7414
2015,VEN,Females,0 - 14,735,817,619,973
2015,VEN,Males,0 - 14,764,850,585,921
2015,VEN,Males,25 - 34,1566,1506,1181,1830
2015,VEN,Males,35 - 44,734,776,574,904
2015,VEN,Males,45 - 54,287,368,248,398
2015,VEN,Males,55 - 64,189,213,179,290
2015,VEN,Males,65+,192,157,149,242
2015,VEN,Males,All,4470,4141,3760,5694
2015,MAR,Females,55 - 64,531,490,369,586
2015,VEN,Males,15 - 24,738,768,533,841
2015,VEN,Both,All,10529,9937,8975,13361
2015,VEN,Both,65+,645,608,507,801
2015,VEN,Both,55 - 64,784,714,545,858
2015,USA,Females,45 - 54,202,248,177,287
2015,USA,Females,55 - 64,161,195,157,254
2015,USA,Females,65+,148,173,124,203
2015,USA,Females,All,2998,3406,2324,3554
2015,USA,Males,0 - 14,474,525,354,563
2015,USA,Males,15 - 24,722,709,502,793
2015,USA,Males,25 - 34,559,621,414,657
2015,USA,Males,35 - 44,306,289,230,370
2015,USA,Males,45 - 54,230,208,179,289
2015,USA,Males,55 - 64,172,186,127,207
2015,USA,Males,65+,167,147,107,175
2015,USA,Males,All,2628,2728,2048,3140
2015,VEN,Both,0 - 14,1498,1622,1328,2053
2015,VEN,Both,15 - 24,1582,1715,1216,1884
2015,VEN,Both,25 - 34,3492,3206,2669,4069
2015,VEN,Both,35 - 44,1669,1685,1394,2153
2015,VEN,Both,45 - 54,858,871,719,1126
2015,UKR,Males,35 - 44,711,604,509,804
2015,UKR,Males,25 - 34,1240,841,736,1152
2015,UKR,Males,15 - 24,872,665,554,873
2015,UKR,Males,0 - 14,749,797,491,775
2015,RUS,Females,15 - 24,550,572,540,851
2015,RUS,Females,25 - 34,1106,1017,897,1399
2015,RUS,Females,35 - 44,819,889,698,1095
2015,RUS,Females,45 - 54,520,646,564,888
2015,RUS,Females,55 - 64,390,429,357,568
2015,RUS,Females,65+,203,205,176,285
2015,RUS,Females,All,4277,5351,3889,5884
2015,RUS,Males,0 - 14,752,661,752,1177
2015,RUS,Males,15 - 24,275,339,301,480
2015,RUS,Males,25 - 34,397,470,387,615
2015,RUS,Males,35 - 44,511,586,476,753
2015,RUS,Males,45 - 54,465,472,349,555
2015,RUS,Males,55 - 64,252,204,199,321
2015,RUS,Males,65+,111,89,82,136
2015,RUS,Males,All,2765,3006,2708,4128
2015,RUS,Both,All,7042,8154,6116,9172
2015,UKR,Both,0 - 14,1502,1521,1075,1670
2015,UKR,Both,15 - 24,1764,1596,1424,2200
2015,UKR,Both,25 - 34,2587,2224,1634,2517
2015,UKR,Both,35 - 44,1466,1435,1068,1660
2015,UKR,Both,45 - 54,856,833,646,1015
2015,UKR,Both,55 - 64,448,369,344,548
2015,UKR,Both,65+,225,223,175,283
2015,UKR,Females,0 - 14,753,729,592,931
2015,UKR,Females,15 - 24,892,1030,686,1077
2015,UKR,Females,25 - 34,1347,1341,878,1370
2015,UKR,Females,35 - 44,754,760,541,853
2015,UKR,Females,45 - 54,505,504,373,593
2015,UKR,Females,55 - 64,321,267,233,374
2015,UKR,Females,All,4726,5017,3703,5609
2015,UKR,Both,All,8849,8889,7174,10726
2015,MAR,Females,45 - 54,666,674,428,678
2015,MAR,Females,35 - 44,1332,1342,1048,1628
2015,MAR,Females,25 - 34,2939,2813,2431,3713
2015,CHN,Both,65+,193,184,150,243
2015,CHN,Both,All,10134,8582,8233,12277
2015,CHN,Females,0 - 14,973,688,658,1032
2015,CHN,Females,15 - 24,1755,1559,1518,2341
2015,CHN,Females,25 - 34,1252,1236,942,1468
2015,CHN,Females,35 - 44,829,897,670,1051
2015,CHN,Females,45 - 54,492,442,329,525
2015,CHN,Both,55 - 64,409,335,275,440
2015,CHN,Females,55 - 64,229,191,138,225
2015,CHN,Females,All,5634,5188,4476,6754
2015,CHN,Males,0 - 14,1124,835,748,1171
2015,CHN,Males,15 - 24,1233,1331,1012,1574
2015,CHN,Males,25 - 34,904,865,722,1132
2015,CHN,Males,35 - 44,573,624,523,825
2015,CHN,Males,45 - 54,397,313,266,426
2015,CHN,Males,55 - 64,180,157,99,162
2015,CHN,Females,65+,105,96,87,142
2015,CHN,Males,65+,89,78,56,92
2015,CHN,Both,45 - 54,889,738,690,1082
2015,CHN,Both,25 - 34,2157,2090,1592,2453
2015,BGR,Females,25 - 34,535,620,420,666
2015,BGR,Females,35 - 44,401,415,352,560
2015,BGR,Females,45 - 54,286,312,227,365
2015,BGR,Females,55 - 64,192,171,158,255
2015,BGR,Females,65+,148,108,92,151
2015,BGR,Females,All,2466,2479,1925,2955
2015,BGR,Males,0 - 14,439,430,316,504
2015,CHN,Both,35 - 44,1402,1605,1108,1720
2015,BGR,Males,15 - 24,434,441,353,562
2015,BGR,Males,35 - 44,483,476,370,588
2015,BGR,Males,45 - 54,292,283,216,347
2015,BGR,Males,55 - 64,143,140,95,155
2015,BGR,Males,65+,78,62,45,75
2015,BGR,Males,All,2456,2194,2028,3109
2015,CHN,Both,0 - 14,2095,1505,1397,2158
2015,CHN,Both,15 - 24,2988,3029,2522,3849
2015,BGR,Males,25 - 34,586,611,445,705
2015,CHN,Males,All,4500,4577,3435,5210
2015,COL,Both,0 - 14,1146,1365,1066,1656
2015,COL,Both,15 - 24,2226,2377,1883,2892
2015,COL,Males,All,4096,3852,3309,5022
2015,CUB,Both,0 - 14,452,497,403,639
2015,CUB,Both,15 - 24,753,718,622,977
2015,CUB,Both,25 - 34,1146,1189,976,1519
2015,CUB,Both,35 - 44,779,969,679,1066
2015,CUB,Both,45 - 54,747,868,589,926
2015,CUB,Both,55 - 64,503,493,382,607
2015,COL,Males,65+,133,126,104,170
2015,CUB,Both,65+,473,399,328,522
2015,CUB,Females,0 - 14,223,254,205,330
2015,CUB,Females,15 - 24,418,414,340,542
2015,CUB,Females,25 - 34,600,599,496,783
2015,CUB,Females,35 - 44,418,463,347,553
2015,CUB,Females,45 - 54,459,449,307,490
2015,CUB,Females,55 - 64,351,283,246,395
2015,CUB,Females,65+,315,265,219,352
2015,CUB,Both,All,4853,4917,3753,5683
2015,COL,Males,55 - 64,166,181,125,204
2015,COL,Males,45 - 54,314,314,235,377
2015,COL,Males,35 - 44,584,549,468,740
2015,COL,Both,25 - 34,2758,2926,2324,3554
2015,COL,Both,35 - 44,1269,1362,1159,1798
2015,COL,Both,45 - 54,811,837,656,1030
2015,COL,Both,55 - 64,650,604,456,721
2015,COL,Both,65+,508,487,381,605
2015,COL,Both,All,9368,10115,7833,11692
2015,COL,Females,0 - 14,510,673,530,836
2015,COL,Females,15 - 24,1158,1161,1098,1705
2015,COL,Females,25 - 34,1564,1622,1366,2111
2015,COL,Females,35 - 44,684,738,651,1022
2015,COL,Females,45 - 54,496,499,387,614
2015,COL,Females,55 - 64,484,422,309,494
2015,COL,Females,65+,375,347,260,417
2015,COL,Females,All,5271,5907,4739,7143
2015,COL,Males,0 - 14,636,659,549,865
2015,COL,Males,15 - 24,1069,1067,797,1247
2015,COL,Males,25 - 34,1193,1299,981,1527
2015,BGR,Females,0 - 14,419,412,357,568
2015,CUB,Females,All,2784,2741,2096,3211
2015,BGR,Both,All,4921,4428,3922,5933
2015,BGR,Both,55 - 64,335,357,267,427
2015,DZA,Males,45 - 54,319,266,155,251
2015,DZA,Males,55 - 64,150,141,102,167
2015,DZA,Males,65+,72,77,37,63
2015,DZA,Males,All,2420,2338,2159,3306
2015,ARG,Both,0 - 14,723,633,457,723
2015,ARG,Both,15 - 24,823,658,524,826
2015,ARG,Both,25 - 34,1493,1321,1063,1652
2015,DZA,Males,35 - 44,557,496,422,669
2015,ARG,Both,35 - 44,862,716,542,855
2015,ARG,Both,55 - 64,264,315,229,367
2015,ARG,Both,65+,411,399,286,457
2015,ARG,Both,All,4986,4134,3528,5349
2015,ARG,Females,0 - 14,338,334,233,374
2015,ARG,Females,15 - 24,413,329,285,456
2015,ARG,Females,25 - 34,796,702,580,912
2015,ARG,Females,35 - 44,443,345,257,411
2015,ARG,Both,45 - 54,409,388,306,488
2015,ARG,Females,45 - 54,205,204,149,241
2015,DZA,Males,25 - 34,597,825,642,1008
2015,DZA,Males,0 - 14,390,427,349,556
2015,DZA,Both,0 - 14,771,740,611,960
2015,DZA,Both,15 - 24,621,753,619,974
2015,DZA,Both,25 - 34,1054,1187,1026,1596
2015,DZA,Both,35 - 44,828,719,663,1041
2015,DZA,Both,45 - 54,469,400,273,438
2015,DZA,Both,55 - 64,269,233,199,321
2015,DZA,Both,65+,143,149,88,144
2015,DZA,Males,15 - 24,334,510,376,598
2015,DZA,Both,All,4154,3526,3464,5253
2015,DZA,Females,15 - 24,287,318,208,336
2015,DZA,Females,25 - 34,456,399,373,593
2015,DZA,Females,35 - 44,271,253,220,354
2015,DZA,Females,45 - 54,149,148,110,180
2015,DZA,Females,55 - 64,118,98,82,135
2015,DZA,Females,65+,70,68,39,66
2015,DZA,Females,All,1734,1521,1415,2186
2015,DZA,Females,0 - 14,382,296,251,402
2015,ARG,Females,55 - 64,153,182,142,231
2015,ARG,Females,65+,279,283,198,319
2015,ARG,Females,All,2628,2282,1849,2841
2015,BRA,Females,55 - 64,184,206,177,286
2015,BRA,Females,65+,110,118,100,164
2015,BRA,Females,All,4093,3982,3293,4999
2015,BRA,Males,0 - 14,546,448,400,635
2015,BRA,Males,15 - 24,810,656,474,750
2015,BRA,Males,25 - 34,907,773,648,1017
2015,BRA,Males,35 - 44,448,367,350,557
2015,BRA,Females,45 - 54,380,353,287,459
2015,BRA,Males,45 - 54,166,131,127,207
2015,BRA,Males,65+,47,44,30,51
2015,BRA,Males,All,2993,2463,2252,3445
2015,BGR,Both,0 - 14,858,761,650,1020
2015,BGR,Both,15 - 24,922,941,742,1162
2015,BGR,Both,25 - 34,1120,1119,869,1357
2015,BGR,Both,35 - 44,884,862,735,1151
2015,BGR,Both,45 - 54,578,609,471,745
2015,BRA,Males,55 - 64,70,66,59,97
2015,BRA,Females,35 - 44,756,570,553,871
2015,BRA,Females,25 - 34,1278,1332,986,1535
2015,BRA,Females,15 - 24,856,778,649,1019
2015,ARG,Males,0 - 14,385,321,262,420
2015,ARG,Males,15 - 24,410,315,286,457
2015,ARG,Males,25 - 34,699,750,547,862
2015,ARG,Males,35 - 44,419,420,255,408
2015,ARG,Males,45 - 54,204,194,138,224
2015,ARG,Males,55 - 64,111,126,90,148
2015,ARG,Males,65+,131,131,113,184
2015,ARG,Males,All,2358,2093,1651,2542
2015,BRA,Both,0 - 14,1075,1097,765,1196
2015,BRA,Both,15 - 24,1665,1491,1076,1672
2015,BRA,Both,25 - 34,2185,2291,1718,2643
2015,BRA,Both,35 - 44,1204,1080,1037,1612
2015,BRA,Both,45 - 54,545,432,413,655
2015,BRA,Both,55 - 64,254,260,216,347
2015,BRA,Both,65+,156,164,123,201
2015,BRA,Both,All,7086,6920,6201,9297
2015,BRA,Females,0 - 14,529,691,448,709
2015,BGR,Both,65+,226,193,142,231
2015,CUB,Males,0 - 14,229,247,214,345
2015,BGR,Females,15 - 24,487,556,370,588
2015,CUB,Males,25 - 34,547,559,440,696
2015,HND,Both,15 - 24,2440,1930,1477,2279
2015,HND,Both,25 - 34,2257,1843,1741,2677
2015,HND,Both,35 - 44,951,906,775,1213
2015,HND,Both,45 - 54,448,340,323,515
2015,HND,Both,55 - 64,171,136,121,197
2015,HND,Both,65+,99,73,63,104
2015,HND,Both,All,7632,5886,5901,8856
2015,HND,Both,0 - 14,1266,1081,872,1360
2015,HND,Females,0 - 14,665,572,479,757
2015,HND,Females,25 - 34,1788,1531,1449,2237
2015,HND,Females,35 - 44,809,771,569,896
2015,HND,Females,45 - 54,370,318,258,414
2015,HND,Females,55 - 64,131,122,102,167
2015,HND,Females,65+,70,54,48,80
2015,HND,Females,All,5620,4580,4300,6493
2015,HND,Males,0 - 14,600,458,402,638
2015,HND,Females,15 - 24,1786,1316,1158,1796
2015,DEU,Males,All,3297,3537,2616,3990
2015,DEU,Males,65+,554,547,420,665
2015,DEU,Males,55 - 64,428,492,331,528
2015,DEU,Both,45 - 54,1000,951,704,1104
2015,DEU,Both,55 - 64,799,885,665,1044
2015,DEU,Both,65+,975,1054,892,1391
2015,DEU,Both,All,6745,6463,5069,7631
2015,DEU,Females,0 - 14,339,313,257,412
2015,DEU,Females,15 - 24,679,529,393,624
2015,DEU,Females,25 - 34,789,656,574,904
2015,DEU,Females,35 - 44,398,403,325,517
2015,DEU,Females,45 - 54,451,422,329,525
2015,DEU,Females,55 - 64,371,423,328,523
2015,DEU,Females,65+,420,560,434,688
2015,DEU,Females,All,3447,3139,2765,4213
2015,DEU,Males,0 - 14,330,313,291,466
2015,DEU,Males,15 - 24,339,376,374,595
2015,DEU,Males,25 - 34,659,595,552,870
2015,DEU,Males,35 - 44,440,491,330,527
2015,DEU,Males,45 - 54,549,523,381,605
2015,HND,Males,15 - 24,654,509,455,720
2015,DEU,Both,35 - 44,839,921,682,1070
2015,HND,Males,25 - 34,469,363,375,596
2015,HND,Males,45 - 54,77,63,53,88
2015,ITA,Males,25 - 34,3444,3142,2474,3777
2015,ITA,Males,35 - 44,2040,1872,1247,1931
2015,ITA,Males,45 - 54,1133,1001,680,1067
2015,ITA,Males,55 - 64,580,585,403,640
2015,ITA,Males,65+,493,450,352,560
2015,ITA,Males,All,10256,9053,7369,11012
2015,MAR,Both,0 - 14,4032,4070,3058,4649
2015,ITA,Males,15 - 24,1583,1428,1087,1689
2015,MAR,Both,15 - 24,5360,5627,4438,6697
2015,MAR,Both,35 - 44,3908,3518,2904,4420
2015,MAR,Both,45 - 54,1595,1492,1097,1704
2015,MAR,Both,55 - 64,963,974,718,1125
2015,MAR,Both,65+,847,846,709,1112
2015,MAR,Both,All,23831,23328,19787,29025
2015,MAR,Females,0 - 14,1813,1897,1303,2017
2015,CUB,Males,15 - 24,337,325,292,466
2015,MAR,Both,25 - 34,7126,6063,6132,9195
2015,ITA,Males,0 - 14,983,848,669,1050
2015,ITA,Females,All,8389,7396,5562,8357
2015,ITA,Females,65+,422,441,417,661
2015,HND,Males,55 - 64,39,27,22,38
2015,HND,Males,65+,30,20,13,22
2015,HND,Males,All,2012,1630,1544,2380
2015,ITA,Both,0 - 14,1965,1611,1292,1999
2015,ITA,Both,15 - 24,3171,2435,2148,3289
2015,ITA,Both,25 - 34,6290,5495,4599,6936
2015,ITA,Both,35 - 44,3317,2837,1946,2986
2015,ITA,Both,45 - 54,1908,1553,1134,1759
2015,ITA,Both,55 - 64,1080,1059,822,1284
2015,ITA,Both,65+,917,894,774,1211
2015,ITA,Both,All,18645,15445,12655,18717
2015,ITA,Females,0 - 14,981,720,545,859
2015,ITA,Females,15 - 24,1588,1347,1054,1638
2015,ITA,Females,25 - 34,2846,2578,1977,3032
2015,ITA,Females,35 - 44,1276,1061,805,1258
2015,ITA,Females,45 - 54,776,584,450,712
2015,ITA,Females,55 - 64,500,473,387,614
2015,HND,Males,35 - 44,142,159,144,235
2015,DEU,Both,25 - 34,1447,1346,1146,1777
2015,MAR,Females,15 - 24,2904,2591,2161,3309
2015,DOM,Females,All,3628,3713,3279,4978
2015,DEU,Both,15 - 24,1017,891,764,1195
2015,DOM,Males,0 - 14,766,780,599,942
2015,DOM,Males,15 - 24,918,987,704,1104
2015,DOM,Males,25 - 34,646,781,604,950
2015,DOM,Males,35 - 44,440,467,349,556
2015,DOM,Males,45 - 54,212,201,135,220
2015,DOM,Males,55 - 64,65,74,51,85
2015,DOM,Females,65+,72,85,60,99
2015,DOM,Males,65+,29,45,31,53
2015,ECU,Both,0 - 14,830,731,657,1032
2015,ECU,Both,25 - 34,1655,1502,1280,1981
2015,ECU,Both,35 - 44,672,619,542,854
2015,ECU,Both,45 - 54,354,381,267,428
2015,ECU,Both,55 - 64,167,171,123,200
2015,ECU,Both,65+,104,128,85,139
2015,ECU,Both,All,5252,4804,4477,6755
2015,DOM,Males,All,3077,3311,2597,3961
2015,ECU,Females,0 - 14,400,325,273,436
2015,DOM,Females,55 - 64,103,107,84,139
2015,DOM,Females,35 - 44,500,465,445,705
2015,CUB,Males,35 - 44,360,416,313,499
2015,CUB,Males,45 - 54,288,345,259,415
2015,CUB,Males,55 - 64,152,176,134,218
2015,CUB,Males,65+,157,151,110,179
2015,CUB,Males,All,2069,2171,1824,2802
2015,DOM,Both,0 - 14,1531,1429,1091,1694
2015,DOM,Both,15 - 24,1991,2029,1648,2537
2015,DOM,Females,45 - 54,196,226,187,302
2015,DOM,Both,25 - 34,1567,1675,1485,2291
2015,DOM,Both,45 - 54,408,441,328,523
2015,DOM,Both,55 - 64,168,197,143,233
2015,DOM,Both,65+,101,128,100,164
2015,DOM,Both,All,6705,6981,6232,9344
2015,DOM,Females,0 - 14,763,702,523,825
2015,DOM,Females,15 - 24,1073,1128,866,1351
2015,DOM,Females,25 - 34,921,867,809,1264
2015,DOM,Both,35 - 44,941,970,843,1317
2015,ECU,Females,15 - 24,710,589,555,875
2015,ECU,Both,15 - 24,1471,1369,1209,1874
2015,ECU,Females,35 - 44,300,302,224,361
2015,FRA,Females,0 - 14,638,516,445,705
2015,FRA,Females,15 - 24,1029,818,635,998
2015,FRA,Females,25 - 34,959,794,831,1299
2015,FRA,Females,35 - 44,521,503,487,770
2015,FRA,Females,45 - 54,376,352,353,561
2015,FRA,Females,55 - 64,419,436,300,479
2015,ECU,Females,25 - 34,831,787,620,975
2015,FRA,Females,All,4406,3918,3391,5144
2015,FRA,Males,0 - 14,630,622,555,875
2015,FRA,Males,15 - 24,728,738,600,944
2015,FRA,Males,25 - 34,1067,988,941,1466
2015,FRA,Males,35 - 44,658,784,636,999
2015,FRA,Males,45 - 54,548,506,396,629
2015,FRA,Males,55 - 64,473,446,349,555
2015,FRA,Males,65+,510,440,388,616
2015,FRA,Males,All,4614,4894,3383,5132
2015,DEU,Both,0 - 14,668,669,539,849
2015,FRA,Both,All,9020,8235,6601,9885
2015,FRA,Both,65+,977,950,736,1152
2015,FRA,Females,65+,465,486,351,559
2015,FRA,Both,45 - 54,923,826,725,1136
2015,FRA,Both,55 - 64,892,870,743,1163
2015,ECU,Females,55 - 64,106,101,71,118
2015,ECU,Females,65+,73,94,50,83
2015,ECU,Females,All,2589,2482,2070,3172
2015,ECU,Males,0 - 14,430,456,370,588
2015,ECU,Males,15 - 24,760,665,576,906
2015,ECU,Males,25 - 34,824,782,669,1050
2015,ECU,Males,35 - 44,372,315,281,450
2015,ECU,Females,45 - 54,168,198,128,208
2015,ECU,Males,55 - 64,60,72,51,85
2015,ECU,Males,65+,32,50,30,50
2015,ECU,Males,All,2663,2570,2147,3287
2015,FRA,Both,0 - 14,1266,1089,874,1364
2015,FRA,Both,15 - 24,1756,1496,1200,1861
2015,FRA,Both,25 - 34,2027,1915,1674,2577
2015,FRA,Both,35 - 44,1179,1238,1025,1594
2015,ECU,Males,45 - 54,186,201,122,199
2016,PER,Males,45 - 54,251,355,277,443
2016,PER,Males,55 - 64,163,150,136,221
2016,PER,Males,65+,237,200,165,267
2016,PER,Males,All,3355,3760,3225,4899
2016,PRT,Both,0 - 14,713,707,578,910
2016,PRT,Both,15 - 24,954,917,747,1170
2016,PRT,Both,25 - 34,1746,1706,1396,2157
2016,PRT,Both,35 - 44,1279,1259,994,1547
2016,PRT,Females,0 - 14,327,317,278,445
2016,PRT,Both,55 - 64,320,372,287,459
2016,PRT,Both,65+,255,267,175,282
2016,PRT,Both,All,5949,5920,4445,6709
2016,PRT,Females,15 - 24,471,449,372,592
2016,PRT,Females,25 - 34,770,693,553,871
2016,PRT,Females,35 - 44,453,451,359,571
2016,PRT,Females,45 - 54,239,238,209,337
2016,PRT,Both,45 - 54,680,658,578,909
2016,PER,Males,35 - 44,468,712,530,837
2016,RUS,Both,55 - 64,573,615,461,730
2016,PER,Males,15 - 24,691,685,574,903
2016,PER,Both,0 - 14,956,1102,966,1503
2016,PER,Both,15 - 24,1491,1578,1285,1989
2016,PER,Both,25 - 34,2361,2449,1930,2962
2016,PER,Both,35 - 44,1215,1440,1276,1975
2016,PER,Both,45 - 54,712,837,673,1056
2016,PER,Both,55 - 64,515,444,428,679
2016,PER,Both,65+,705,564,470,743
2016,PER,Both,All,7954,9330,7101,10619
2016,PER,Females,0 - 14,467,532,492,777
2016,PER,Females,15 - 24,800,887,710,1112
2016,PER,Females,25 - 34,1304,1422,1038,1614
2016,PER,Females,35 - 44,747,822,639,1004
2016,PER,Females,45 - 54,460,491,419,663
2016,PER,Females,55 - 64,352,312,262,420
2016,PER,Females,65+,467,368,287,459
2016,PER,Females,All,4599,4661,4248,6416
2016,PER,Males,0 - 14,489,545,478,756
2016,PER,Males,25 - 34,1057,947,803,1255
2016,PRT,Females,55 - 64,136,146,121,198
2016,RUS,Both,45 - 54,853,913,766,1199
2016,PRT,Females,All,2536,2487,2007,3078
2016,ROU,Females,55 - 64,929,909,669,1050
2016,ROU,Females,65+,434,415,339,540
2016,ROU,Females,All,13782,18560,12579,18607
2016,ROU,Males,0 - 14,2332,2288,1985,3044
2016,ROU,Males,15 - 24,3448,3135,2939,4472
2016,ROU,Males,25 - 34,3998,3673,3113,4731
2016,ROU,Males,35 - 44,2784,2475,2002,3070
2016,ROU,Females,45 - 54,1410,1530,1133,1758
2016,ROU,Males,45 - 54,1476,1345,1242,1924
2016,ROU,Males,65+,205,214,186,300
2016,ROU,Males,All,14847,15527,12181,18029
2016,RUS,Both,0 - 14,1205,1277,1156,1794
2016,RUS,Both,15 - 24,794,785,757,1185
2016,RUS,Both,25 - 34,1363,1438,1196,1853
2016,RUS,Both,35 - 44,1142,1327,1082,1680
2016,PRY,Males,All,2564,2245,1778,2734
2016,ROU,Males,55 - 64,605,589,511,807
2016,ROU,Females,35 - 44,2190,2442,1710,2631
2016,ROU,Females,25 - 34,3242,3450,2980,4533
2016,ROU,Females,15 - 24,3275,3347,2775,4228
2016,PRT,Males,0 - 14,386,376,317,505
2016,PRT,Males,15 - 24,483,461,365,581
2016,PRT,Males,25 - 34,976,932,770,1204
2016,PRT,Males,35 - 44,825,814,604,949
2016,PRT,Males,45 - 54,441,439,337,537
2016,PRT,Males,55 - 64,184,203,155,251
2016,PRT,Males,65+,116,123,85,140
2016,PRT,Males,All,3413,3151,2603,3970
2016,ROU,Both,0 - 14,4635,4471,3848,5824
2016,ROU,Both,15 - 24,6723,6833,5482,8239
