Year,Nationality code,Sex,Age group,Immigrant count,Prediction_rn_noagg,Lower limit_noagg,Upper limit_noagg
2015,FRA,Females,65+,465,411,289,562
2015,ECU,Females,55 - 64,106,108,51,114
2015,ECU,Females,65+,73,75,49,110
2015,ECU,Males,0 - 14,430,438,311,600
2015,ECU,Males,15 - 24,760,708,572,1058
2015,ECU,Males,25 - 34,824,713,592,1092
2015,ECU,Males,35 - 44,372,320,231,456
2015,ECU,Females,45 - 54,168,148,105,221
2015,ECU,Males,55 - 64,60,56,35,81
2015,ECU,Males,65+,32,47,28,67
2015,ECU,Males,45 - 54,186,148,104,219
2016,PER,Males,45 - 54,251,306,266,520
2016,PER,Males,55 - 64,163,153,99,209
2016,PER,Males,65+,237,198,114,239
2016,PRT,Females,0 - 14,327,366,229,454
2016,PRT,Females,15 - 24,471,476,358,684
2016,PRT,Females,25 - 34,770,829,540,1003
2016,PRT,Females,35 - 44,453,410,307,594
2016,PRT,Females,45 - 54,239,234,179,360
2016,PER,Males,35 - 44,468,581,415,785
2016,PER,Males,15 - 24,691,588,517,962
2016,PER,Females,0 - 14,467,614,368,703
2016,PER,Females,15 - 24,800,742,573,1059
2016,PER,Females,25 - 34,1304,1510,1071,1897
2016,PER,Females,35 - 44,747,780,552,1023
2016,PER,Females,45 - 54,460,511,396,751
2016,PER,Females,55 - 64,352,294,215,428
2016,PER,Females,65+,467,362,254,498
2016,PER,Males,0 - 14,489,550,411,777
2016,PER,Males,25 - 34,1057,1101,893,1601
2016,PRT,Females,55 - 64,136,145,109,228
2016,ROU,Females,55 - 64,929,870,702,1279
2016,ROU,Females,65+,434,440,360,688
2016,ROU,Males,0 - 14,2332,2041,1542,2671
2016,ROU,Males,15 - 24,3448,3162,2600,4361
2016,ROU,Males,25 - 34,3998,3320,2677,4483
2016,ROU,Males,35 - 44,2784,2580,1890,3232
2016,ROU,Females,45 - 54,1410,1310,1103,1951
2016,ROU,Males,45 - 54,1476,1172,1099,1945
2016,ROU,Males,65+,205,203,156,318
2016,ROU,Males,55 - 64,605,581,385,732
2016,ROU,Females,35 - 44,2190,1954,1564,2706
2016,ROU,Females,25 - 34,3242,2740,2912,4851
2016,ROU,Females,15 - 24,3275,3410,2874,4792
2016,PRT,Males,0 - 14,386,332,283,551
2016,PRT,Males,15 - 24,483,440,327,629
2016,PRT,Males,25 - 34,976,995,683,1247
2016,PRT,Males,35 - 44,825,868,563,1042
2016,PRT,Males,45 - 54,441,486,395,750
2016,PRT,Males,55 - 64,184,193,151,309
2016,PRT,Males,65+,116,111,89,189
2016,ROU,Females,0 - 14,2302,1927,1405,2448
2016,PRT,Females,65+,139,133,95,201
2016,PRY,Males,65+,31,25,12,31
2016,PRY,Males,45 - 54,106,95,68,148
2016,NIC,Females,25 - 34,1056,1168,968,1726
2016,NIC,Females,35 - 44,524,512,489,915
2016,NIC,Females,45 - 54,199,228,197,395
2016,NIC,Females,55 - 64,69,68,48,109
2016,NIC,Females,65+,20,23,20,49
2016,NIC,Males,0 - 14,249,175,148,304
2016,NIC,Females,15 - 24,934,969,718,1308
2016,NIC,Males,15 - 24,325,363,241,475
2016,NIC,Males,35 - 44,114,134,126,262
2016,NIC,Males,45 - 54,34,48,35,81
2016,NIC,Males,55 - 64,9,12,7,20
2016,NIC,Males,65+,8,5,3,10
2016,NIC,Males,25 - 34,291,371,268,524
2016,NIC,Females,0 - 14,279,222,175,353
2016,MAR,Females,65+,621,655,421,795
2016,MAR,Males,0 - 14,2870,3012,2490,4188
2016,MAR,Males,15 - 24,3593,4318,4165,6798
2016,MAR,Males,25 - 34,5514,5693,5385,8667
2016,MAR,Males,35 - 44,2810,2912,2645,4432
2016,MAR,Males,45 - 54,1019,1067,974,1736
2016,MAR,Males,55 - 64,581,530,386,735
2016,MAR,Males,65+,415,416,308,596
2016,PRY,Females,0 - 14,555,502,341,655
2016,PRY,Females,15 - 24,1354,1245,903,1619
2016,PRY,Females,25 - 34,1324,1263,1021,1815
2016,PRY,Females,35 - 44,611,544,446,840
2016,PRY,Females,55 - 64,252,176,117,245
2016,PRY,Females,65+,97,86,49,110
2016,PRY,Males,0 - 14,541,377,268,524
2016,PRY,Males,15 - 24,790,740,513,956
2016,PRY,Males,25 - 34,768,626,510,950
2016,PRY,Males,35 - 44,280,233,187,375
2016,PRY,Females,45 - 54,412,310,267,522
2016,PAK,Females,0 - 14,601,525,291,565
2016,PAK,Females,15 - 24,383,409,361,690
2016,PAK,Females,25 - 34,689,570,438,826
2016,PAK,Females,35 - 44,371,333,259,507
2016,PAK,Females,45 - 54,132,129,87,185
2016,PAK,Females,55 - 64,25,41,25,59
2016,PAK,Females,65+,28,22,12,31
2016,PAK,Males,0 - 14,804,723,710,1294
2016,PAK,Males,15 - 24,1173,1178,908,1628
2016,PAK,Males,25 - 34,1197,1747,1228,2157
2016,PAK,Males,35 - 44,613,822,697,1272
2016,PAK,Males,45 - 54,235,233,236,466
2016,PAK,Males,55 - 64,91,63,51,114
2016,PAK,Males,65+,31,25,12,31
2016,PRY,Males,55 - 64,47,44,23,56
2016,RUS,Females,0 - 14,601,752,626,1151
2016,GBR,Males,0 - 14,976,883,664,1214
2016,GBR,Males,15 - 24,621,535,452,849
2016,GBR,Males,25 - 34,1252,1108,930,1663
2016,GBR,Males,35 - 44,1235,1000,888,1593
2016,GBR,Males,45 - 54,1653,1528,1181,2080
2016,GBR,Males,55 - 64,2172,2300,1687,2904
2016,GBR,Females,65+,1335,1454,1076,1906
2016,GBR,Males,65+,2071,2135,1376,2400
2016,GBR,Females,55 - 64,1917,2070,1427,2483
2016,GBR,Females,35 - 44,1006,875,737,1339
2016,UKR,Males,35 - 44,525,455,371,707
2016,UKR,Males,45 - 54,304,310,204,408
2016,UKR,Males,55 - 64,135,128,100,212
2016,UKR,Males,65+,46,48,44,99
2016,GBR,Females,45 - 54,1432,1281,984,1753
2016,GBR,Females,0 - 14,910,741,558,1034
2016,GBR,Females,15 - 24,783,729,527,979
2016,GBR,Females,25 - 34,1186,1081,913,1636
2016,USA,Females,0 - 14,476,490,362,691
2016,USA,Females,15 - 24,1000,1113,738,1341
2016,USA,Females,25 - 34,797,716,580,1072
2016,VEN,Females,0 - 14,1556,1262,869,1561
2016,VEN,Females,15 - 24,1528,1536,1162,2048
2016,VEN,Females,25 - 34,3007,2966,2420,4077
2016,VEN,Females,35 - 44,1707,1613,1243,2182
2016,VEN,Females,45 - 54,958,965,764,1384
2016,VEN,Females,55 - 64,936,965,579,1070
2016,VEN,Females,65+,741,777,447,840
2016,VEN,Males,15 - 24,1326,1325,910,1631
2016,VEN,Males,25 - 34,2587,2622,1940,3311
2016,VEN,Males,35 - 44,1298,1274,982,1751
2016,VEN,Males,45 - 54,570,570,440,829
2016,VEN,Males,55 - 64,326,390,259,507
2016,VEN,Males,65+,301,328,230,455
2016,MAR,Females,55 - 64,753,771,534,992
2016,VEN,Males,0 - 14,1665,1319,1034,1837
2016,USA,Females,35 - 44,363,351,276,539
2016,USA,Females,45 - 54,228,262,158,321
2016,USA,Females,55 - 64,175,238,129,266
2016,USA,Females,65+,167,164,132,272
2016,USA,Males,0 - 14,519,494,344,660
2016,USA,Males,15 - 24,581,624,534,992
2016,USA,Males,25 - 34,628,571,492,920
2016,USA,Males,35 - 44,309,318,239,471
2016,USA,Males,45 - 54,286,241,144,296
2016,USA,Males,55 - 64,196,222,117,244
2016,USA,Males,65+,192,204,138,284
2016,UKR,Males,25 - 34,783,700,517,963
2016,UKR,Males,15 - 24,600,647,398,756
2016,UKR,Males,0 - 14,582,767,516,962
2016,RUS,Females,15 - 24,528,638,497,928
2016,RUS,Females,25 - 34,986,1007,988,1760
2016,RUS,Females,35 - 44,711,820,724,1318
2016,RUS,Females,45 - 54,486,589,475,890
2016,RUS,Females,55 - 64,364,346,305,590
2016,RUS,Females,65+,217,194,154,314
2016,RUS,Males,0 - 14,602,765,654,1198
2016,RUS,Males,15 - 24,265,318,200,399
2016,RUS,Males,25 - 34,376,423,360,689
2016,RUS,Males,35 - 44,431,567,465,873
2016,RUS,Males,45 - 54,367,375,347,664
2016,RUS,Males,55 - 64,209,196,171,345
2016,RUS,Males,65+,92,95,66,145
2016,UKR,Females,0 - 14,564,660,559,1035
2016,UKR,Females,15 - 24,717,750,527,979
2016,UKR,Females,25 - 34,1003,970,821,1480
2016,UKR,Females,35 - 44,668,732,511,953
2016,UKR,Females,45 - 54,462,511,367,701
2016,UKR,Females,55 - 64,330,319,263,516
2016,UKR,Females,65+,155,186,111,233
2016,MAR,Females,45 - 54,826,893,847,1524
2016,MAR,Females,35 - 44,1655,1808,1802,3089
2016,MAR,Females,25 - 34,3575,4038,3546,5842
2016,CHN,Females,0 - 14,846,695,565,1046
2016,CHN,Females,15 - 24,1758,1882,1091,1932
2016,CHN,Females,25 - 34,1269,1391,1094,1936
2016,CHN,Females,35 - 44,796,846,670,1225
2016,CHN,Females,45 - 54,499,400,399,757
2016,CHN,Females,55 - 64,246,211,205,410
2016,CHN,Males,0 - 14,1103,884,695,1268
2016,CHN,Males,15 - 24,1264,1521,1134,2002
2016,CHN,Males,25 - 34,883,1007,1231,2163
2016,CHN,Males,35 - 44,674,671,727,1322
2016,CHN,Males,45 - 54,444,374,306,592
2016,CHN,Males,55 - 64,180,159,102,215
2016,CHN,Females,65+,131,120,119,248
2016,CHN,Males,65+,120,111,65,142
2016,BGR,Females,25 - 34,549,495,417,789
2016,BGR,Females,35 - 44,496,437,341,654
2016,BGR,Females,45 - 54,309,326,247,485
2016,BGR,Females,55 - 64,215,189,149,304
2016,BGR,Females,65+,169,133,115,240
2016,BGR,Males,0 - 14,412,355,287,558
2016,BGR,Males,15 - 24,445,359,294,570
2016,BGR,Males,35 - 44,537,502,420,794
2016,BGR,Males,45 - 54,318,332,251,493
2016,BGR,Males,55 - 64,163,159,122,254
2016,BGR,Males,65+,75,65,55,123
2016,BGR,Males,25 - 34,589,532,383,729
2016,COL,Males,65+,300,215,147,301
2016,CUB,Females,0 - 14,302,334,209,417
2016,CUB,Females,15 - 24,470,483,381,726
2016,CUB,Females,25 - 34,778,847,663,1214
2016,CUB,Females,35 - 44,463,543,462,867
2016,CUB,Females,45 - 54,539,504,394,748
2016,CUB,Females,55 - 64,362,350,215,427
2016,CUB,Females,65+,323,280,239,470
2016,COL,Males,55 - 64,325,271,223,442
2016,COL,Males,45 - 54,693,694,463,868
2016,COL,Males,35 - 44,1391,1430,1057,1874
2016,COL,Females,0 - 14,1567,1232,1036,1840
2016,COL,Females,15 - 24,2452,2101,1848,3165
2016,COL,Females,25 - 34,3556,3376,2772,4632
2016,COL,Females,35 - 44,2004,1909,1347,2353
2016,COL,Females,45 - 54,1491,1103,757,1372
2016,COL,Females,55 - 64,1039,794,545,1011
2016,COL,Females,65+,870,576,349,668
2016,COL,Males,0 - 14,1621,1401,1117,1974
2016,COL,Males,15 - 24,2298,1963,1412,2459
2016,COL,Males,25 - 34,2986,3166,2167,3674
2016,BGR,Females,15 - 24,453,465,346,663
2016,BGR,Females,0 - 14,420,315,245,482
2016,DZA,Males,55 - 64,138,152,117,243
2016,DZA,Males,65+,81,79,67,146
2016,DZA,Males,45 - 54,365,294,226,448
2016,ARG,Females,0 - 14,485,400,298,578
2016,ARG,Females,15 - 24,547,527,329,633
2016,ARG,Females,25 - 34,1015,989,833,1502
2016,ARG,Females,35 - 44,557,526,413,781
2016,ARG,Females,45 - 54,262,271,203,405
2016,ARG,Females,55 - 64,235,234,149,305
2016,DZA,Males,35 - 44,487,617,379,722
2016,DZA,Males,15 - 24,413,604,318,613
2016,DZA,Males,25 - 34,557,827,654,1198
2016,DZA,Females,0 - 14,416,485,271,530
2016,DZA,Females,25 - 34,502,556,384,731
2016,DZA,Females,35 - 44,320,282,226,448
2016,DZA,Females,45 - 54,197,175,121,252
2016,DZA,Females,55 - 64,116,145,91,195
2016,DZA,Females,65+,75,80,83,178
2016,DZA,Males,0 - 14,500,536,415,785
2016,DZA,Females,15 - 24,264,324,216,428
2016,ARG,Females,65+,315,266,152,311
2016,ARG,Males,0 - 14,422,408,303,586
2016,BRA,Females,65+,164,136,108,228
2016,BRA,Males,0 - 14,804,682,504,940
2016,BRA,Males,15 - 24,925,873,610,1123
2016,BRA,Males,25 - 34,1313,968,901,1614
2016,BRA,Males,35 - 44,693,535,440,829
2016,BRA,Males,45 - 54,240,217,163,330
2016,BRA,Females,55 - 64,265,280,172,348
2016,BRA,Males,55 - 64,95,101,50,113
2016,BRA,Males,65+,61,60,37,85
2016,BRA,Females,45 - 54,505,492,348,667
2016,BRA,Females,35 - 44,1146,926,680,1242
2016,BRA,Females,25 - 34,1746,1506,1323,2313
2016,ARG,Males,15 - 24,520,503,322,620
2016,ARG,Males,25 - 34,902,943,789,1427
2016,ARG,Males,35 - 44,556,536,374,712
2016,ARG,Males,45 - 54,248,238,187,376
2016,ARG,Males,55 - 64,133,138,91,195
2016,ARG,Males,65+,156,156,107,224
2016,BRA,Females,0 - 14,763,797,543,1007
2016,BRA,Females,15 - 24,997,1151,866,1556
2016,CUB,Males,0 - 14,296,338,231,456
2016,CUB,Males,25 - 34,778,718,622,1144
2016,HND,Females,0 - 14,828,994,760,1379
2016,HND,Females,25 - 34,2733,2581,1920,3279
2016,HND,Females,35 - 44,1309,1247,981,1749
2016,HND,Females,45 - 54,562,480,319,615
2016,HND,Females,55 - 64,195,161,102,215
2016,HND,Females,65+,98,85,75,162
2016,HND,Males,0 - 14,807,794,550,1019
2016,HND,Females,15 - 24,2304,2121,1504,2608
2016,CUB,Males,15 - 24,430,445,351,671
2016,DEU,Males,55 - 64,495,530,478,896
2016,DEU,Females,0 - 14,348,417,276,538
2016,DEU,Females,15 - 24,673,787,390,741
2016,DEU,Females,25 - 34,796,800,705,1285
2016,DEU,Females,35 - 44,465,456,329,633
2016,DEU,Males,65+,571,611,406,770
2016,DEU,Females,45 - 54,470,456,284,553
2016,DEU,Females,65+,460,567,402,762
2016,DEU,Males,0 - 14,386,435,297,576
2016,DEU,Males,15 - 24,401,451,329,634
2016,DEU,Males,25 - 34,697,762,688,1256
2016,DEU,Males,35 - 44,468,655,441,830
2016,DEU,Males,45 - 54,612,670,456,857
2016,DEU,Females,55 - 64,411,482,404,765
2016,HND,Males,25 - 34,744,845,634,1164
2016,HND,Males,35 - 44,293,319,233,460
2016,HND,Males,45 - 54,89,114,78,169
2016,ITA,Males,25 - 34,3910,3869,3225,5342
2016,ITA,Males,35 - 44,2336,2185,1538,2664
2016,ITA,Males,45 - 54,1341,1254,903,1619
2016,ITA,Males,55 - 64,682,719,526,979
2016,ITA,Males,65+,666,519,374,714
2016,ITA,Males,15 - 24,1816,1863,1589,2746
2016,MAR,Females,0 - 14,2294,2515,1820,3118
2016,MAR,Females,15 - 24,3184,3725,2879,4800
2016,ITA,Males,0 - 14,1189,1298,937,1675
2016,ITA,Females,65+,567,569,400,759
2016,HND,Males,55 - 64,36,47,27,64
2016,HND,Males,65+,45,33,23,56
2016,ITA,Females,0 - 14,1071,1023,757,1373
2016,ITA,Females,15 - 24,1878,1756,1358,2370
2016,ITA,Females,25 - 34,3221,3321,2808,4689
2016,ITA,Females,35 - 44,1474,1458,1023,1818
2016,ITA,Females,45 - 54,877,877,600,1106
2016,ITA,Females,55 - 64,638,633,463,870
2016,HND,Males,15 - 24,853,725,621,1141
2016,DOM,Males,0 - 14,840,810,655,1199
2016,DOM,Males,15 - 24,1046,1034,716,1304
2016,DOM,Males,25 - 34,866,913,776,1405
2016,DOM,Males,35 - 44,524,467,402,762
2016,DOM,Males,45 - 54,253,232,155,315
2016,DOM,Males,55 - 64,77,80,57,127
2016,DOM,Males,65+,46,42,35,82
2016,DOM,Females,65+,92,81,54,121
2016,DOM,Females,55 - 64,138,151,92,196
2016,DOM,Females,45 - 54,281,313,197,394
2016,CUB,Males,45 - 54,377,425,287,558
2016,CUB,Males,55 - 64,183,202,137,282
2016,CUB,Males,65+,167,169,138,283
2016,DOM,Females,0 - 14,866,706,555,1028
2016,DOM,Females,15 - 24,1263,1262,777,1407
2016,DOM,Females,25 - 34,1197,1129,786,1422
2016,DOM,Females,35 - 44,568,620,431,813
2016,ECU,Females,0 - 14,425,392,321,618
2016,ECU,Females,15 - 24,944,918,547,1015
2016,CUB,Males,35 - 44,404,446,338,649
2016,ECU,Females,35 - 44,438,353,292,567
2016,FRA,Females,15 - 24,1060,944,647,1187
2016,FRA,Females,25 - 34,1052,908,778,1408
2016,FRA,Females,35 - 44,567,377,353,676
2016,FRA,Females,45 - 54,419,290,259,507
2016,FRA,Females,55 - 64,372,394,289,561
2016,ECU,Females,25 - 34,1073,774,650,1191
2016,FRA,Females,0 - 14,633,481,391,743
2016,FRA,Males,0 - 14,661,536,511,952
2016,FRA,Males,25 - 34,1122,970,879,1579
2016,FRA,Males,35 - 44,790,573,596,1099
2016,FRA,Males,45 - 54,533,433,370,706
2016,FRA,Males,55 - 64,504,397,276,539
2016,FRA,Males,65+,488,447,207,413
2016,FRA,Males,15 - 24,691,653,478,896
2016,FRA,Females,65+,447,491,262,513
2016,ECU,Females,55 - 64,109,120,79,171
2016,ECU,Females,65+,95,89,75,163
2016,ECU,Males,0 - 14,538,508,394,749
2016,ECU,Males,15 - 24,966,923,709,1292
2016,ECU,Males,25 - 34,1017,935,779,1409
2016,ECU,Males,35 - 44,499,441,322,620
2016,ECU,Females,45 - 54,238,211,149,304
2016,ECU,Males,55 - 64,103,70,59,130
2016,ECU,Males,65+,45,54,45,102
2016,ECU,Males,45 - 54,273,223,144,295
2017,PER,Males,45 - 54,460,629,557,1033
2017,PER,Males,55 - 64,229,294,217,431
2017,PER,Males,65+,331,355,192,386
2017,PRT,Females,0 - 14,431,473,331,637
2017,PRT,Females,15 - 24,627,669,495,925
2017,PRT,Females,25 - 34,1019,1151,747,1357
2017,PRT,Females,35 - 44,554,608,439,828
2017,PER,Males,35 - 44,968,1202,856,1539
2017,PER,Males,15 - 24,1096,1217,1076,1907
2017,PRT,Females,45 - 54,309,356,259,508
2017,PER,Females,0 - 14,932,1111,770,1396
2017,PER,Females,15 - 24,1296,1396,1221,2146
2017,PER,Females,25 - 34,2342,2841,2103,3573
2017,PER,Females,35 - 44,1478,1592,1117,1975
2017,PER,Females,45 - 54,908,926,751,1362
2017,PER,Females,55 - 64,548,517,449,844
2017,PER,Females,65+,650,609,428,807
2017,PER,Males,0 - 14,906,1084,832,1500
2017,PER,Males,25 - 34,1731,2073,1747,3002
2017,PRT,Females,55 - 64,205,201,152,311
2017,ROU,Females,0 - 14,2402,2140,1376,2400
2017,ROU,Females,55 - 64,947,954,806,1455
2017,ROU,Females,65+,531,450,368,702
2017,ROU,Males,0 - 14,2515,2341,1663,2865
2017,ROU,Males,15 - 24,3801,3455,2663,4461
2017,ROU,Males,25 - 34,4262,3752,2763,4618
2017,ROU,Males,35 - 44,3019,2818,2198,3725
2017,ROU,Females,45 - 54,1653,1555,1196,2105
2017,ROU,Males,45 - 54,1649,1413,1243,2182
2017,ROU,Males,65+,228,242,152,310
2017,ROU,Males,55 - 64,653,637,481,900
2017,PRT,Females,65+,154,186,134,277
2017,ROU,Females,35 - 44,2463,2123,1677,2889
2017,ROU,Females,15 - 24,3413,3245,2762,4617
2017,PRT,Males,0 - 14,494,425,391,743
2017,PRT,Males,15 - 24,678,636,461,865
2017,PRT,Males,25 - 34,1225,1357,932,1667
2017,PRT,Males,35 - 44,934,1179,749,1360
2017,PRT,Males,45 - 54,552,690,520,968
2017,PRT,Males,55 - 64,221,278,213,424
2017,PRT,Males,65+,146,164,124,258
2017,ROU,Females,25 - 34,3495,2973,2874,4792
2017,PRY,Males,55 - 64,67,65,44,101
2017,NIC,Females,45 - 54,318,282,273,533
2017,NIC,Females,55 - 64,78,90,71,154
2017,NIC,Females,65+,39,30,34,79
2017,NIC,Males,0 - 14,332,251,221,438
2017,NIC,Males,15 - 24,542,528,352,675
2017,NIC,Males,25 - 34,548,526,400,759
2017,NIC,Females,35 - 44,824,676,645,1182
2017,NIC,Males,35 - 44,191,204,191,383
2017,NIC,Males,55 - 64,12,19,13,33
2017,NIC,Males,65+,10,8,7,19
2017,NIC,Males,45 - 54,41,70,56,124
2017,NIC,Females,25 - 34,1609,1500,1260,2210
2017,NIC,Females,15 - 24,1245,1216,954,1704
2017,NIC,Females,0 - 14,381,322,267,521
2017,MAR,Males,0 - 14,3652,4280,3638,5985
2017,MAR,Males,15 - 24,5762,6399,6047,9671
2017,MAR,Males,25 - 34,7715,8361,7510,11873
2017,MAR,Males,35 - 44,3338,4361,3826,6275
2017,MAR,Males,45 - 54,1138,1600,1449,2519
2017,MAR,Males,55 - 64,625,763,573,1060
2017,MAR,Males,65+,547,607,424,801
2017,PRY,Males,65+,21,38,22,54
2017,PRY,Females,0 - 14,614,715,506,944
2017,PRY,Females,15 - 24,1702,1807,1268,2223
2017,PRY,Females,25 - 34,1435,1869,1421,2473
2017,PRY,Females,35 - 44,674,874,653,1196
2017,PRY,Females,45 - 54,451,509,361,690
2017,PRY,Females,65+,87,118,85,183
2017,PRY,Males,0 - 14,550,540,416,786
2017,PRY,Males,15 - 24,1063,1132,753,1366
2017,PRY,Males,25 - 34,980,994,755,1370
2017,PRY,Males,35 - 44,311,395,309,596
2017,PRY,Males,45 - 54,135,169,114,238
2017,PRY,Females,55 - 64,274,242,191,383
2017,PAK,Females,0 - 14,518,391,229,453
2017,PAK,Females,15 - 24,369,295,280,546
2017,PAK,Females,25 - 34,610,476,348,667
2017,PAK,Females,35 - 44,378,261,191,383
2017,PAK,Females,45 - 54,84,94,59,131
2017,PAK,Females,55 - 64,28,29,17,41
2017,PAK,Females,65+,13,17,12,32
2017,PAK,Males,0 - 14,692,634,625,1148
2017,PAK,Males,15 - 24,1352,968,738,1340
2017,PAK,Males,25 - 34,1600,1464,961,1716
2017,PAK,Males,35 - 44,673,788,524,975
2017,PAK,Males,45 - 54,200,310,162,329
2017,PAK,Males,55 - 64,41,62,37,86
2017,PAK,Males,65+,22,19,15,39
2017,RUS,Females,0 - 14,674,780,685,1252
2017,GBR,Males,0 - 14,1127,1043,847,1524
2017,GBR,Males,15 - 24,645,637,587,1083
2017,GBR,Males,25 - 34,1529,1231,1162,2049
2017,GBR,Males,35 - 44,1417,1246,1119,1977
2017,GBR,Males,45 - 54,1918,1811,1491,2588
2017,GBR,Males,55 - 64,2434,2616,2002,3412
2017,GBR,Males,65+,2287,2467,1771,3040
2017,USA,Females,0 - 14,622,588,525,977
2017,GBR,Females,65+,1469,1717,1395,2430
2017,GBR,Females,45 - 54,1718,1468,1217,2139
2017,UKR,Males,45 - 54,313,377,248,488
2017,UKR,Males,55 - 64,142,153,127,264
2017,UKR,Males,65+,75,63,68,148
2017,GBR,Females,55 - 64,2235,2435,1744,2997
2017,GBR,Females,0 - 14,1053,866,713,1299
2017,GBR,Females,15 - 24,896,824,707,1288
2017,GBR,Females,25 - 34,1390,1183,1195,2104
2017,GBR,Females,35 - 44,1129,1083,939,1679
2017,USA,Females,15 - 24,1256,1419,988,1761
2017,USA,Females,25 - 34,1107,1031,861,1549
2017,USA,Females,35 - 44,432,427,407,771
2017,VEN,Females,15 - 24,2949,2866,2004,3415
2017,VEN,Females,25 - 34,4884,5236,3961,6485
2017,VEN,Females,35 - 44,2835,2812,2085,3544
2017,VEN,Females,45 - 54,1908,1696,1240,2178
2017,VEN,Females,55 - 64,1495,1551,932,1667
2017,VEN,Females,65+,1182,1352,865,1555
2017,VEN,Females,0 - 14,2607,2354,1629,2811
2017,VEN,Males,0 - 14,2760,2377,1890,3231
2017,VEN,Males,25 - 34,4104,4344,3035,5044
2017,VEN,Males,35 - 44,2346,2301,1627,2807
2017,VEN,Males,45 - 54,1066,1138,763,1382
2017,VEN,Males,55 - 64,605,694,465,873
2017,VEN,Males,65+,534,600,452,851
2017,MAR,Females,65+,915,931,577,1066
2017,VEN,Males,15 - 24,2323,2507,1681,2895
2017,USA,Females,45 - 54,292,304,227,449
2017,USA,Females,55 - 64,226,263,192,384
2017,USA,Females,65+,200,186,216,429
2017,USA,Males,0 - 14,663,670,491,918
2017,USA,Males,15 - 24,666,901,633,1163
2017,USA,Males,25 - 34,803,791,656,1202
2017,USA,Males,35 - 44,382,396,343,659
2017,USA,Males,45 - 54,320,315,209,416
2017,USA,Males,55 - 64,254,245,193,386
2017,USA,Males,65+,248,233,203,406
2017,UKR,Males,35 - 44,637,548,446,840
2017,UKR,Males,25 - 34,901,803,625,1149
2017,UKR,Males,15 - 24,662,751,483,904
2017,UKR,Males,0 - 14,737,878,608,1119
2017,RUS,Females,15 - 24,582,558,568,1050
2017,RUS,Females,25 - 34,1152,1073,974,1737
2017,RUS,Females,35 - 44,812,835,755,1370
2017,RUS,Females,45 - 54,484,596,521,970
2017,RUS,Females,55 - 64,358,387,299,580
2017,RUS,Females,65+,229,204,174,351
2017,RUS,Males,0 - 14,791,808,619,1138
2017,RUS,Males,15 - 24,319,347,250,492
2017,RUS,Males,25 - 34,467,461,426,804
2017,RUS,Males,35 - 44,472,609,494,922
2017,RUS,Males,45 - 54,384,428,354,678
2017,RUS,Males,55 - 64,191,214,184,371
2017,RUS,Males,65+,89,93,82,177
2017,UKR,Females,0 - 14,699,785,670,1226
2017,UKR,Females,15 - 24,809,809,621,1142
2017,UKR,Females,25 - 34,1106,1041,961,1716
2017,UKR,Females,35 - 44,752,853,628,1154
2017,UKR,Females,45 - 54,454,606,439,827
2017,UKR,Females,55 - 64,312,369,329,633
2017,UKR,Females,65+,189,218,180,362
2017,MAR,Females,55 - 64,1065,1064,841,1515
2017,MAR,Females,45 - 54,1134,1409,1275,2234
2017,CHN,Females,0 - 14,913,842,640,1175
2017,CHN,Females,15 - 24,2222,2493,1719,2957
2017,CHN,Females,25 - 34,1403,1531,1147,2024
2017,CHN,Females,35 - 44,913,1079,750,1361
2017,CHN,Females,45 - 54,519,562,398,755
2017,CHN,Females,55 - 64,224,252,188,378
2017,CHN,Females,65+,152,130,115,240
2017,CHN,Males,0 - 14,1152,1262,923,1653
2017,CHN,Males,15 - 24,1477,1684,1483,2574
2017,CHN,Males,25 - 34,1050,1222,970,1731
2017,CHN,Males,35 - 44,685,823,666,1218
2017,CHN,Males,45 - 54,437,442,372,710
2017,CHN,Males,55 - 64,141,195,132,273
2017,CHN,Males,65+,136,122,92,196
2017,BGR,Females,35 - 44,639,507,395,751
2017,BGR,Females,45 - 54,381,392,298,577
2017,BGR,Females,55 - 64,208,231,177,357
2017,BGR,Females,65+,174,162,130,269
2017,BGR,Males,0 - 14,513,438,357,682
2017,BGR,Males,15 - 24,471,439,367,700
2017,BGR,Males,25 - 34,699,668,496,926
2017,BGR,Males,45 - 54,407,423,301,582
2017,BGR,Males,55 - 64,181,199,149,305
2017,BGR,Males,65+,98,83,74,160
2017,BGR,Males,35 - 44,609,599,538,999
2017,CUB,Females,15 - 24,624,652,539,1001
2017,CUB,Females,25 - 34,1186,1336,929,1662
2017,CUB,Females,35 - 44,606,747,638,1171
2017,CUB,Females,45 - 54,636,660,558,1034
2017,CUB,Females,55 - 64,420,430,300,581
2017,CUB,Females,65+,335,343,295,571
2017,CUB,Females,0 - 14,416,450,316,610
2017,COL,Males,65+,339,364,347,665
2017,COL,Males,55 - 64,495,534,431,813
2017,COL,Males,45 - 54,1216,1282,1101,1948
2017,COL,Females,0 - 14,2270,2875,1731,2977
2017,COL,Females,15 - 24,3511,3826,2566,4307
2017,COL,Females,25 - 34,5416,6351,4305,7015
2017,COL,Females,35 - 44,3471,3202,2849,4753
2017,COL,Females,45 - 54,2332,2044,1514,2625
2017,COL,Females,55 - 64,1241,1288,1025,1823
2017,COL,Females,65+,891,1034,814,1469
2017,COL,Males,0 - 14,2382,2879,2044,3478
