País de nacimiento;Nacionalidad;Edad;Sexo;Periodo;Total
España;Otro país de Centro América y Caribe;De 25 a 34 años;Hombre;2021;1
España;Otro país de Centro América y Caribe;De 25 a 34 años;Mujer;2022;0
España;Otro país de Centro América y Caribe;De 25 a 34 años;Mujer;2021;1
España;Otro país de Centro América y Caribe;De 35 a 44 años;Ambos Sexos;2022;1
España;Otro país de Centro América y Caribe;De 35 a 44 años;Ambos Sexos;2021;1
España;Otro país de Centro América y Caribe;De 35 a 44 años;Hombre;2022;0
España;Otro país de Centro América y Caribe;De 35 a 44 años;Hombre;2021;1
España;Otro país de Centro América y Caribe;De 35 a 44 años;Mujer;2022;1
España;Otro país de Centro América y Caribe;De 35 a 44 años;Mujer;2021;0
España;Otro país de Centro América y Caribe;De 45 a 54 años;Ambos Sexos;2022;0
España;Otro país de Centro América y Caribe;De 45 a 54 años;Ambos Sexos;2021;1
España;Otro país de Centro América y Caribe;De 45 a 54 años;Hombre;2022;0
España;Otro país de Centro América y Caribe;De 45 a 54 años;Hombre;2021;0
España;Otro país de Centro América y Caribe;De 45 a 54 años;Mujer;2022;0
España;Otro país de Centro América y Caribe;De 45 a 54 años;Mujer;2021;1
España;Otro país de Centro América y Caribe;De 55 a 64 años;Ambos Sexos;2022;1
España;Otro país de Centro América y Caribe;De 55 a 64 años;Ambos Sexos;2021;1
España;Otro país de Centro América y Caribe;De 55 a 64 años;Hombre;2022;1
España;Otro país de Centro América y Caribe;De 55 a 64 años;Hombre;2021;1
España;Otro país de Centro América y Caribe;De 55 a 64 años;Mujer;2022;0
España;Otro país de Centro América y Caribe;De 55 a 64 años;Mujer;2021;0
España;Otro país de Centro América y Caribe;De 65 y más años;Ambos Sexos;2022;1
España;Otro país de Centro América y Caribe;De 65 y más años;Ambos Sexos;2021;0
España;Otro país de Centro América y Caribe;De 65 y más años;Hombre;2022;1
España;Otro país de Centro América y Caribe;De 65 y más años;Hombre;2021;0
España;Otro país de Centro América y Caribe;De 65 y más años;Mujer;2022;0
España;Otro país de Centro América y Caribe;De 65 y más años;Mujer;2021;0
España;De Sudamérica;Total;Ambos Sexos;2022;1.227
España;De Sudamérica;Total;Ambos Sexos;2021;1.033
España;De Sudamérica;Total;Hombre;2022;607
España;De Sudamérica;Total;Hombre;2021;506
España;De Sudamérica;Total;Mujer;2022;620
España;De Sudamérica;Total;Mujer;2021;527
España;De Sudamérica;De 0 a 15 años;Ambos Sexos;2022;874
España;De Sudamérica;De 0 a 15 años;Ambos Sexos;2021;809
España;De Sudamérica;De 0 a 15 años;Hombre;2022;426
España;De Sudamérica;De 0 a 15 años;Hombre;2021;387
España;De Sudamérica;De 0 a 15 años;Mujer;2022;448
España;De Sudamérica;De 0 a 15 años;Mujer;2021;422
España;De Sudamérica;De 16 a 24 años;Ambos Sexos;2022;192
España;De Sudamérica;De 16 a 24 años;Ambos Sexos;2021;111
España;De Sudamérica;De 16 a 24 años;Hombre;2022;105
España;De Sudamérica;De 16 a 24 años;Hombre;2021;59
España;De Sudamérica;De 16 a 24 años;Mujer;2022;87
España;De Sudamérica;De 16 a 24 años;Mujer;2021;52
España;De Sudamérica;De 25 a 34 años;Ambos Sexos;2022;58
España;De Sudamérica;De 25 a 34 años;Ambos Sexos;2021;40
España;De Sudamérica;De 25 a 34 años;Hombre;2022;32
España;De Sudamérica;De 25 a 34 años;Hombre;2021;24
España;De Sudamérica;De 25 a 34 años;Mujer;2022;26
España;De Sudamérica;De 25 a 34 años;Mujer;2021;16
España;De Sudamérica;De 35 a 44 años;Ambos Sexos;2022;41
España;De Sudamérica;De 35 a 44 años;Ambos Sexos;2021;24
España;De Sudamérica;De 35 a 44 años;Hombre;2022;18
España;De Sudamérica;De 35 a 44 años;Hombre;2021;18
España;De Sudamérica;De 35 a 44 años;Mujer;2022;23
España;De Sudamérica;De 35 a 44 años;Mujer;2021;6
España;De Sudamérica;De 45 a 54 años;Ambos Sexos;2022;36
España;De Sudamérica;De 45 a 54 años;Ambos Sexos;2021;16
España;De Sudamérica;De 45 a 54 años;Hombre;2022;17
España;De Sudamérica;De 45 a 54 años;Hombre;2021;7
España;De Sudamérica;De 45 a 54 años;Mujer;2022;19
España;De Sudamérica;De 45 a 54 años;Mujer;2021;9
España;De Sudamérica;De 55 a 64 años;Ambos Sexos;2022;8
España;De Sudamérica;De 55 a 64 años;Ambos Sexos;2021;15
España;De Sudamérica;De 55 a 64 años;Hombre;2022;3
España;De Sudamérica;De 55 a 64 años;Hombre;2021;4
España;De Sudamérica;De 55 a 64 años;Mujer;2022;5
España;De Sudamérica;De 55 a 64 años;Mujer;2021;11
España;De Sudamérica;De 65 y más años;Ambos Sexos;2022;18
España;De Sudamérica;De 65 y más años;Ambos Sexos;2021;18
España;De Sudamérica;De 65 y más años;Hombre;2022;6
España;De Sudamérica;De 65 y más años;Hombre;2021;7
España;De Sudamérica;De 65 y más años;Mujer;2022;12
España;De Sudamérica;De 65 y más años;Mujer;2021;11
España;Argentina;Total;Ambos Sexos;2022;86
España;Argentina;Total;Ambos Sexos;2021;58
España;Argentina;Total;Hombre;2022;39
España;Argentina;Total;Hombre;2021;31
España;Argentina;Total;Mujer;2022;47
España;Argentina;Total;Mujer;2021;27
España;Argentina;De 0 a 15 años;Ambos Sexos;2022;44
España;Argentina;De 0 a 15 años;Ambos Sexos;2021;35
España;Argentina;De 0 a 15 años;Hombre;2022;18
España;Argentina;De 0 a 15 años;Hombre;2021;18
España;Argentina;De 0 a 15 años;Mujer;2022;26
España;Argentina;De 0 a 15 años;Mujer;2021;17
España;Argentina;De 16 a 24 años;Ambos Sexos;2022;24
España;Argentina;De 16 a 24 años;Ambos Sexos;2021;7
España;Argentina;De 16 a 24 años;Hombre;2022;14
España;Argentina;De 16 a 24 años;Hombre;2021;5
España;Argentina;De 16 a 24 años;Mujer;2022;10
España;Argentina;De 16 a 24 años;Mujer;2021;2
España;Argentina;De 25 a 34 años;Ambos Sexos;2022;4
España;Argentina;De 25 a 34 años;Ambos Sexos;2021;4
España;Argentina;De 25 a 34 años;Hombre;2022;2
España;Argentina;De 25 a 34 años;Hombre;2021;3
España;Argentina;De 25 a 34 años;Mujer;2022;2
España;Argentina;De 25 a 34 años;Mujer;2021;1
España;Argentina;De 35 a 44 años;Ambos Sexos;2022;4
España;Argentina;De 35 a 44 años;Ambos Sexos;2021;1
España;Argentina;De 35 a 44 años;Hombre;2022;0
España;Argentina;De 35 a 44 años;Hombre;2021;1
España;Argentina;De 35 a 44 años;Mujer;2022;4
España;Argentina;De 35 a 44 años;Mujer;2021;0
España;Argentina;De 45 a 54 años;Ambos Sexos;2022;2
España;Argentina;De 45 a 54 años;Ambos Sexos;2021;2
España;Argentina;De 45 a 54 años;Hombre;2022;2
España;Argentina;De 45 a 54 años;Hombre;2021;1
España;Argentina;De 45 a 54 años;Mujer;2022;0
España;Argentina;De 45 a 54 años;Mujer;2021;1
España;Argentina;De 55 a 64 años;Ambos Sexos;2022;1
España;Argentina;De 55 a 64 años;Ambos Sexos;2021;1
España;Argentina;De 55 a 64 años;Hombre;2022;1
España;Argentina;De 55 a 64 años;Hombre;2021;0
España;Argentina;De 55 a 64 años;Mujer;2022;0
España;Argentina;De 55 a 64 años;Mujer;2021;1
España;Argentina;De 65 y más años;Ambos Sexos;2022;7
España;Argentina;De 65 y más años;Ambos Sexos;2021;8
España;Argentina;De 65 y más años;Hombre;2022;2
España;Argentina;De 65 y más años;Hombre;2021;3
España;Argentina;De 65 y más años;Mujer;2022;5
España;Argentina;De 65 y más años;Mujer;2021;5
España;Bolivia;Total;Ambos Sexos;2022;134
España;Bolivia;Total;Ambos Sexos;2021;171
España;Bolivia;Total;Hombre;2022;64
España;Bolivia;Total;Hombre;2021;85
España;Bolivia;Total;Mujer;2022;70
España;Bolivia;Total;Mujer;2021;86
España;Bolivia;De 0 a 15 años;Ambos Sexos;2022;131
España;Bolivia;De 0 a 15 años;Ambos Sexos;2021;162
España;Bolivia;De 0 a 15 años;Hombre;2022;62
España;Bolivia;De 0 a 15 años;Hombre;2021;80
España;Bolivia;De 0 a 15 años;Mujer;2022;69
España;Bolivia;De 0 a 15 años;Mujer;2021;82
España;Bolivia;De 16 a 24 años;Ambos Sexos;2022;2
España;Bolivia;De 16 a 24 años;Ambos Sexos;2021;3
España;Bolivia;De 16 a 24 años;Hombre;2022;1
España;Bolivia;De 16 a 24 años;Hombre;2021;2
España;Bolivia;De 16 a 24 años;Mujer;2022;1
España;Bolivia;De 16 a 24 años;Mujer;2021;1
España;Bolivia;De 25 a 34 años;Ambos Sexos;2022;1
España;Bolivia;De 25 a 34 años;Ambos Sexos;2021;4
España;Bolivia;De 25 a 34 años;Hombre;2022;1
España;Bolivia;De 25 a 34 años;Hombre;2021;1
España;Bolivia;De 25 a 34 años;Mujer;2022;0
España;Bolivia;De 25 a 34 años;Mujer;2021;3
España;Bolivia;De 35 a 44 años;Ambos Sexos;2022;0
España;Bolivia;De 35 a 44 años;Ambos Sexos;2021;1
España;Bolivia;De 35 a 44 años;Hombre;2022;0
España;Bolivia;De 35 a 44 años;Hombre;2021;1
España;Bolivia;De 35 a 44 años;Mujer;2022;0
España;Bolivia;De 35 a 44 años;Mujer;2021;0
España;Bolivia;De 45 a 54 años;Ambos Sexos;2022;0
España;Bolivia;De 45 a 54 años;Ambos Sexos;2021;1
España;Bolivia;De 45 a 54 años;Hombre;2022;0
España;Bolivia;De 45 a 54 años;Hombre;2021;1
España;Bolivia;De 45 a 54 años;Mujer;2022;0
España;Bolivia;De 45 a 54 años;Mujer;2021;0
España;Bolivia;De 55 a 64 años;Ambos Sexos;2022;0
España;Bolivia;De 55 a 64 años;Ambos Sexos;2021;0
España;Bolivia;De 55 a 64 años;Hombre;2022;0
España;Bolivia;De 55 a 64 años;Hombre;2021;0
España;Bolivia;De 55 a 64 años;Mujer;2022;0
España;Bolivia;De 55 a 64 años;Mujer;2021;0
España;Bolivia;De 65 y más años;Ambos Sexos;2022;0
España;Bolivia;De 65 y más años;Ambos Sexos;2021;0
España;Bolivia;De 65 y más años;Hombre;2022;0
España;Bolivia;De 65 y más años;Hombre;2021;0
España;Bolivia;De 65 y más años;Mujer;2022;0
España;Bolivia;De 65 y más años;Mujer;2021;0
España;Brasil;Total;Ambos Sexos;2022;105
España;Brasil;Total;Ambos Sexos;2021;84
España;Brasil;Total;Hombre;2022;63
España;Brasil;Total;Hombre;2021;46
España;Brasil;Total;Mujer;2022;42
España;Brasil;Total;Mujer;2021;38
España;Brasil;De 0 a 15 años;Ambos Sexos;2022;74
España;Brasil;De 0 a 15 años;Ambos Sexos;2021;66
España;Brasil;De 0 a 15 años;Hombre;2022;44
España;Brasil;De 0 a 15 años;Hombre;2021;36
España;Brasil;De 0 a 15 años;Mujer;2022;30
España;Brasil;De 0 a 15 años;Mujer;2021;30
España;Brasil;De 16 a 24 años;Ambos Sexos;2022;17
España;Brasil;De 16 a 24 años;Ambos Sexos;2021;6
España;Brasil;De 16 a 24 años;Hombre;2022;11
España;Brasil;De 16 a 24 años;Hombre;2021;3
España;Brasil;De 16 a 24 años;Mujer;2022;6
España;Brasil;De 16 a 24 años;Mujer;2021;3
España;Brasil;De 25 a 34 años;Ambos Sexos;2022;5
España;Brasil;De 25 a 34 años;Ambos Sexos;2021;4
España;Brasil;De 25 a 34 años;Hombre;2022;4
España;Brasil;De 25 a 34 años;Hombre;2021;3
España;Brasil;De 25 a 34 años;Mujer;2022;1
España;Brasil;De 25 a 34 años;Mujer;2021;1
España;Brasil;De 35 a 44 años;Ambos Sexos;2022;4
España;Brasil;De 35 a 44 años;Ambos Sexos;2021;5
España;Brasil;De 35 a 44 años;Hombre;2022;2
España;Brasil;De 35 a 44 años;Hombre;2021;4
España;Brasil;De 35 a 44 años;Mujer;2022;2
España;Brasil;De 35 a 44 años;Mujer;2021;1
España;Brasil;De 45 a 54 años;Ambos Sexos;2022;2
España;Brasil;De 45 a 54 años;Ambos Sexos;2021;0
España;Brasil;De 45 a 54 años;Hombre;2022;1
España;Brasil;De 45 a 54 años;Hombre;2021;0
España;Brasil;De 45 a 54 años;Mujer;2022;1
España;Brasil;De 45 a 54 años;Mujer;2021;0
España;Brasil;De 55 a 64 años;Ambos Sexos;2022;0
España;Brasil;De 55 a 64 años;Ambos Sexos;2021;0
España;Brasil;De 55 a 64 años;Hombre;2022;0
España;Brasil;De 55 a 64 años;Hombre;2021;0
España;Brasil;De 55 a 64 años;Mujer;2022;0
España;Brasil;De 55 a 64 años;Mujer;2021;0
España;Brasil;De 65 y más años;Ambos Sexos;2022;3
España;Brasil;De 65 y más años;Ambos Sexos;2021;3
España;Brasil;De 65 y más años;Hombre;2022;1
España;Brasil;De 65 y más años;Hombre;2021;0
España;Brasil;De 65 y más años;Mujer;2022;2
España;Brasil;De 65 y más años;Mujer;2021;3
España;Colombia;Total;Ambos Sexos;2022;259
España;Colombia;Total;Ambos Sexos;2021;177
España;Colombia;Total;Hombre;2022;128
España;Colombia;Total;Hombre;2021;75
España;Colombia;Total;Mujer;2022;131
España;Colombia;Total;Mujer;2021;102
España;Colombia;De 0 a 15 años;Ambos Sexos;2022;143
España;Colombia;De 0 a 15 años;Ambos Sexos;2021;122
España;Colombia;De 0 a 15 años;Hombre;2022;64
España;Colombia;De 0 a 15 años;Hombre;2021;52
España;Colombia;De 0 a 15 años;Mujer;2022;79
España;Colombia;De 0 a 15 años;Mujer;2021;70
España;Colombia;De 16 a 24 años;Ambos Sexos;2022;61
España;Colombia;De 16 a 24 años;Ambos Sexos;2021;29
España;Colombia;De 16 a 24 años;Hombre;2022;36
España;Colombia;De 16 a 24 años;Hombre;2021;12
España;Colombia;De 16 a 24 años;Mujer;2022;25
España;Colombia;De 16 a 24 años;Mujer;2021;17
España;Colombia;De 25 a 34 años;Ambos Sexos;2022;19
España;Colombia;De 25 a 34 años;Ambos Sexos;2021;8
España;Colombia;De 25 a 34 años;Hombre;2022;11
España;Colombia;De 25 a 34 años;Hombre;2021;5
España;Colombia;De 25 a 34 años;Mujer;2022;8
España;Colombia;De 25 a 34 años;Mujer;2021;3
España;Colombia;De 35 a 44 años;Ambos Sexos;2022;18
España;Colombia;De 35 a 44 años;Ambos Sexos;2021;8
España;Colombia;De 35 a 44 años;Hombre;2022;8
España;Colombia;De 35 a 44 años;Hombre;2021;5
España;Colombia;De 35 a 44 años;Mujer;2022;10
España;Colombia;De 35 a 44 años;Mujer;2021;3
España;Colombia;De 45 a 54 años;Ambos Sexos;2022;17
España;Colombia;De 45 a 54 años;Ambos Sexos;2021;3
España;Colombia;De 45 a 54 años;Hombre;2022;8
España;Colombia;De 45 a 54 años;Hombre;2021;1
España;Colombia;De 45 a 54 años;Mujer;2022;9
España;Colombia;De 45 a 54 años;Mujer;2021;2
España;Colombia;De 55 a 64 años;Ambos Sexos;2022;1
España;Colombia;De 55 a 64 años;Ambos Sexos;2021;6
España;Colombia;De 55 a 64 años;Hombre;2022;1
España;Colombia;De 55 a 64 años;Hombre;2021;0
España;Colombia;De 55 a 64 años;Mujer;2022;0
España;Colombia;De 55 a 64 años;Mujer;2021;6
España;Colombia;De 65 y más años;Ambos Sexos;2022;0
España;Colombia;De 65 y más años;Ambos Sexos;2021;1
España;Colombia;De 65 y más años;Hombre;2022;0
España;Colombia;De 65 y más años;Hombre;2021;0
España;Colombia;De 65 y más años;Mujer;2022;0
España;Colombia;De 65 y más años;Mujer;2021;1
España;Chile;Total;Ambos Sexos;2022;45
España;Chile;Total;Ambos Sexos;2021;51
España;Chile;Total;Hombre;2022;21
España;Chile;Total;Hombre;2021;26
España;Chile;Total;Mujer;2022;24
España;Chile;Total;Mujer;2021;25
España;Chile;De 0 a 15 años;Ambos Sexos;2022;30
España;Chile;De 0 a 15 años;Ambos Sexos;2021;42
España;Chile;De 0 a 15 años;Hombre;2022;16
España;Chile;De 0 a 15 años;Hombre;2021;20
España;Chile;De 0 a 15 años;Mujer;2022;14
España;Chile;De 0 a 15 años;Mujer;2021;22
España;Chile;De 16 a 24 años;Ambos Sexos;2022;11
España;Chile;De 16 a 24 años;Ambos Sexos;2021;3
España;Chile;De 16 a 24 años;Hombre;2022;4
España;Chile;De 16 a 24 años;Hombre;2021;0
España;Chile;De 16 a 24 años;Mujer;2022;7
España;Chile;De 16 a 24 años;Mujer;2021;3
España;Chile;De 25 a 34 años;Ambos Sexos;2022;2
España;Chile;De 25 a 34 años;Ambos Sexos;2021;3
España;Chile;De 25 a 34 años;Hombre;2022;0
España;Chile;De 25 a 34 años;Hombre;2021;3
España;Chile;De 25 a 34 años;Mujer;2022;2
España;Chile;De 25 a 34 años;Mujer;2021;0
España;Chile;De 35 a 44 años;Ambos Sexos;2022;2
España;Chile;De 35 a 44 años;Ambos Sexos;2021;3
España;Chile;De 35 a 44 años;Hombre;2022;1
España;Chile;De 35 a 44 años;Hombre;2021;3
España;Chile;De 35 a 44 años;Mujer;2022;1
España;Chile;De 35 a 44 años;Mujer;2021;0
España;Chile;De 45 a 54 años;Ambos Sexos;2022;0
España;Chile;De 45 a 54 años;Ambos Sexos;2021;0
España;Chile;De 45 a 54 años;Hombre;2022;0
España;Chile;De 45 a 54 años;Hombre;2021;0
España;Chile;De 45 a 54 años;Mujer;2022;0
España;Chile;De 45 a 54 años;Mujer;2021;0
España;Chile;De 55 a 64 años;Ambos Sexos;2022;0
España;Chile;De 55 a 64 años;Ambos Sexos;2021;0
España;Chile;De 55 a 64 años;Hombre;2022;0
España;Chile;De 55 a 64 años;Hombre;2021;0
España;Chile;De 55 a 64 años;Mujer;2022;0
España;Chile;De 55 a 64 años;Mujer;2021;0
España;Chile;De 65 y más años;Ambos Sexos;2022;0
España;Chile;De 65 y más años;Ambos Sexos;2021;0
España;Chile;De 65 y más años;Hombre;2022;0
España;Chile;De 65 y más años;Hombre;2021;0
España;Chile;De 65 y más años;Mujer;2022;0
España;Chile;De 65 y más años;Mujer;2021;0
España;Ecuador;Total;Ambos Sexos;2022;266
España;Ecuador;Total;Ambos Sexos;2021;256
España;Ecuador;Total;Hombre;2022;135
España;Ecuador;Total;Hombre;2021;133
España;Ecuador;Total;Mujer;2022;131
España;Ecuador;Total;Mujer;2021;123
España;Ecuador;De 0 a 15 años;Ambos Sexos;2022;225
España;Ecuador;De 0 a 15 años;Ambos Sexos;2021;216
España;Ecuador;De 0 a 15 años;Hombre;2022;113
España;Ecuador;De 0 a 15 años;Hombre;2021;108
España;Ecuador;De 0 a 15 años;Mujer;2022;112
España;Ecuador;De 0 a 15 años;Mujer;2021;108
España;Ecuador;De 16 a 24 años;Ambos Sexos;2022;31
España;Ecuador;De 16 a 24 años;Ambos Sexos;2021;31
España;Ecuador;De 16 a 24 años;Hombre;2022;17
España;Ecuador;De 16 a 24 años;Hombre;2021;18
España;Ecuador;De 16 a 24 años;Mujer;2022;14
España;Ecuador;De 16 a 24 años;Mujer;2021;13
España;Ecuador;De 25 a 34 años;Ambos Sexos;2022;5
España;Ecuador;De 25 a 34 años;Ambos Sexos;2021;3
España;Ecuador;De 25 a 34 años;Hombre;2022;3
España;Ecuador;De 25 a 34 años;Hombre;2021;3
España;Ecuador;De 25 a 34 años;Mujer;2022;2
España;Ecuador;De 25 a 34 años;Mujer;2021;0
España;Ecuador;De 35 a 44 años;Ambos Sexos;2022;1
España;Ecuador;De 35 a 44 años;Ambos Sexos;2021;4
España;Ecuador;De 35 a 44 años;Hombre;2022;0
España;Ecuador;De 35 a 44 años;Hombre;2021;2
España;Ecuador;De 35 a 44 años;Mujer;2022;1
España;Ecuador;De 35 a 44 años;Mujer;2021;2
España;Ecuador;De 45 a 54 años;Ambos Sexos;2022;4
España;Ecuador;De 45 a 54 años;Ambos Sexos;2021;1
España;Ecuador;De 45 a 54 años;Hombre;2022;2
España;Ecuador;De 45 a 54 años;Hombre;2021;1
España;Ecuador;De 45 a 54 años;Mujer;2022;2
España;Ecuador;De 45 a 54 años;Mujer;2021;0
España;Ecuador;De 55 a 64 años;Ambos Sexos;2022;0
España;Ecuador;De 55 a 64 años;Ambos Sexos;2021;1
España;Ecuador;De 55 a 64 años;Hombre;2022;0
España;Ecuador;De 55 a 64 años;Hombre;2021;1
España;Ecuador;De 55 a 64 años;Mujer;2022;0
España;Ecuador;De 55 a 64 años;Mujer;2021;0
